"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito",Compras,"Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Coquimbo Region",43,43,1,CLP,36,"7 días tras clic o 1 día tras visualización",1,6.97674419,12,837.20930233,,,,16,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Bío Bío Region",95,101,1.06315789,CLP,116,"7 días tras clic o 1 día tras visualización",,3.96039604,29,1148.51485149,,,,37,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Atacama Region",13,14,1.07692308,CLP,14,"7 días tras clic o 1 día tras visualización",,7.14285714,14,1000,,,,5,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Araucanía Region",79,82,1.03797468,CLP,121,"7 días tras clic o 1 día tras visualización",,6.09756098,24.2,1475.6097561,,,,30,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Aysén Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,2,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Valparaíso Region",99,111,1.12121212,CLP,143,"7 días tras clic o 1 día tras visualización",3,8.10810811,15.88888889,1288.28828829,,,,44,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Arica y Parinacota Region",5,6,1.2,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Los Ríos Region",48,52,1.08333333,CLP,33,"7 días tras clic o 1 día tras visualización",3,15.38461538,4.125,634.61538462,,,,20,,,,,,2025-06-23,2025-06-23
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-23,"Los Lagos Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-23,2025-06-23
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Araucanía Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Maule Region",9,10,1.11111111,CLP,24,"7 días tras clic o 1 día tras visualización",,0,0,2400,,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",6,7,1.16666667,CLP,13,"7 días tras clic o 1 día tras visualización",1,14.28571429,13,1857.14285714,,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",9,9,1,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,888.88888889,,,,6,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",15,18,1.2,CLP,18,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Atacama Region",15,15,1,CLP,21,"7 días tras clic o 1 día tras visualización",,0,0,1400,,,,7,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",27,30,1.11111111,CLP,114,"7 días tras clic o 1 día tras visualización",,3.33333333,114,3800,,,,12,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",54,59,1.09259259,CLP,158,"7 días tras clic o 1 día tras visualización",2,11.86440678,22.57142857,2677.96610169,,,,18,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Arica y Parinacota Region",10,10,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,700,,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",101,116,1.14851485,CLP,108,"7 días tras clic o 1 día tras visualización",1,6.03448276,15.42857143,931.03448276,,,,42,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Aysén Region",7,7,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,428.57142857,,,,3,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",50,53,1.06,CLP,85,"7 días tras clic o 1 día tras visualización",2,11.32075472,14.16666667,1603.77358491,,,,26,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",59,69,1.16949153,CLP,78,"7 días tras clic o 1 día tras visualización",4,8.69565217,13,1130.43478261,,,,27,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Arica y Parinacota Region",3,4,1.33333333,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",9,11,1.22222222,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,909.09090909,,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",14,16,1.14285714,CLP,27,"7 días tras clic o 1 día tras visualización",,0,0,1687.5,,,,7,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",2,2,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Antofagasta Region",7,7,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,571.42857143,,,,4,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",21,23,1.0952381,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,478.26086957,,,,10,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",786,930,1.18320611,CLP,1276,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",26,5.91397849,23.2,1372.04301075,,,,335,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Araucanía Region",145,190,1.31034483,CLP,602,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,2.10526316,150.5,3168.42105263,,,,61,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",10,12,1.2,CLP,18,"7 días tras clic o 1 día tras visualización",,8.33333333,18,1500,,,,6,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",58,62,1.06896552,CLP,67,"7 días tras clic o 1 día tras visualización",1,4.83870968,22.33333333,1080.64516129,,,,23,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Aysén Region",1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",5,5,1,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,1600,,,,3,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",40,43,1.075,CLP,62,"7 días tras clic o 1 día tras visualización",2,9.30232558,15.5,1441.86046512,,,,21,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Atacama Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",17,20,1.17647059,CLP,30,"7 días tras clic o 1 día tras visualización",,5,30,1500,,,,8,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",6,8,1.33333333,CLP,14,"7 días tras clic o 1 día tras visualización",,0,0,1750,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",7,7,1,CLP,13,"7 días tras clic o 1 día tras visualización",,14.28571429,13,1857.14285714,,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",21,24,1.14285714,CLP,28,"7 días tras clic o 1 día tras visualización",,0,0,1166.66666667,,,,8,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",2,2,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Maule Region",18,24,1.33333333,CLP,37,"7 días tras clic o 1 día tras visualización",,4.16666667,37,1541.66666667,,,,12,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",37,39,1.05405405,CLP,29,"7 días tras clic o 1 día tras visualización",,0,0,743.58974359,,,,15,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Antofagasta Region",37,37,1,CLP,32,"7 días tras clic o 1 día tras visualización",,2.7027027,32,864.86486486,,,,13,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",154,166,1.07792208,CLP,120,"7 días tras clic o 1 día tras visualización",5,8.43373494,8.57142857,722.89156627,,,,86,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Maule Region",34,38,1.11764706,CLP,31,"7 días tras clic o 1 día tras visualización",,0,0,815.78947368,,,,12,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Atacama Region",7,7,1,CLP,17,"7 días tras clic o 1 día tras visualización",,0,0,2428.57142857,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",40,43,1.075,CLP,44,"7 días tras clic o 1 día tras visualización",1,6.97674419,14.66666667,1023.25581395,,,,10,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",17,23,1.35294118,CLP,28,"7 días tras clic o 1 día tras visualización",,13.04347826,9.33333333,1217.39130435,,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",19,23,1.21052632,CLP,32,"7 días tras clic o 1 día tras visualización",,4.34782609,32,1391.30434783,,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",82,97,1.18292683,CLP,97,"7 días tras clic o 1 día tras visualización",3,7.21649485,13.85714286,1000,,,,23,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",103,114,1.10679612,CLP,185,"7 días tras clic o 1 día tras visualización",3,8.77192982,18.5,1622.80701754,,,,33,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Antofagasta Region",16,18,1.125,CLP,34,"7 días tras clic o 1 día tras visualización",,5.55555556,34,1888.88888889,,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Tarapacá Region",4,4,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,3,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",2,2,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",105,127,1.20952381,CLP,264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.51181102,37.71428571,2078.74015748,,,,29,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Araucanía Region",1547,1824,1.17905624,CLP,2160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22,3.72807018,31.76470588,1184.21052632,,,,503,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Bío Bío Region",1889,2179,1.15352038,CLP,2464,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,4.03854979,28,1130.79394218,,,,565,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Los Ríos Region",21,22,1.04761905,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,9.09090909,7.5,681.81818182,,,,6,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",8,9,1.125,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,888.88888889,,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",26,29,1.11538462,CLP,18,"7 días tras clic o 1 día tras visualización",1,10.34482759,6,620.68965517,,,,9,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Araucanía Region",1502,1884,1.25432756,CLP,2333,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.55626327,34.82089552,1238.32271762,,,,444,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Aysén Region",5,5,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,200,,,,1,,,,,,2025-06-22,2025-06-22
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",864,979,1.13310185,CLP,1235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.6557712,47.5,1261.49131767,,,,368,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",45,51,1.13333333,CLP,41,"7 días tras clic o 1 día tras visualización",3,17.64705882,4.55555556,803.92156863,,,,15,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",395,423,1.07088608,CLP,475,"7 días tras clic o 1 día tras visualización",10,6.1465721,18.26923077,1122.93144208,,,,170,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Tarapacá Region",11,11,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,454.54545455,,,,3,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",184,211,1.14673913,CLP,300,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.79146919,37.5,1421.80094787,,,,78,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Araucanía Region",22,23,1.04545455,CLP,412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,8.69565217,206,17913.04347826,,,,11,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",1685,1816,1.07774481,CLP,1468,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35,5.56167401,14.53465347,808.37004405,,,,719,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Maule Region",81,83,1.02469136,CLP,59,"7 días tras clic o 1 día tras visualización",1,6.02409639,11.8,710.84337349,,,,32,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",1305,1422,1.08965517,CLP,1392,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,3.93811533,24.85714286,978.90295359,,,,534,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",17,18,1.05882353,CLP,73,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,5.55555556,73,4055.55555556,,,,6,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",41,45,1.09756098,CLP,96,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,6.66666667,32,2133.33333333,,,,16,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",133,149,1.12030075,CLP,217,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.04026846,24.11111111,1456.37583893,,,,35,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",111,120,1.08108108,CLP,198,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.83333333,28.28571429,1650,,,,41,,,,,,2025-06-22,2025-06-22
"publico valdivia","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",943,1053,1.11664899,CLP,1264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,4.27350427,28.08888889,1200.37986705,,,,272,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",241,262,1.08713693,CLP,664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.81679389,66.4,2534.35114504,,,,114,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",27,29,1.07407407,CLP,35,"7 días tras clic o 1 día tras visualización",1,3.44827586,35,1206.89655172,,,,8,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Los Lagos Region",16,20,1.25,CLP,27,"7 días tras clic o 1 día tras visualización",,0,0,1350,,,,8,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Antofagasta Region",9,10,1.11111111,CLP,29,"7 días tras clic o 1 día tras visualización",,0,0,2900,,,,4,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Araucanía Region",7,7,1,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,1285.71428571,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Atacama Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",15,18,1.2,CLP,23,"7 días tras clic o 1 día tras visualización",,0,0,1277.77777778,,,,8,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Coquimbo Region",4,5,1.25,CLP,5,"7 días tras clic o 1 día tras visualización",,20,5,1000,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"O'Higgins Region",6,6,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",35,36,1.02857143,CLP,43,"7 días tras clic o 1 día tras visualización",2,11.11111111,10.75,1194.44444444,,,,20,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Maule Region",7,7,1,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,1571.42857143,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Santiago Metropolitan Region",59,72,1.22033898,CLP,168,"7 días tras clic o 1 día tras visualización",1,2.77777778,84,2333.33333333,,,,31,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Arica y Parinacota Region",7,8,1.14285714,CLP,8,"7 días tras clic o 1 día tras visualización",,12.5,8,1000,,,,4,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Valparaíso Region",85,93,1.09411765,CLP,103,"7 días tras clic o 1 día tras visualización",2,7.52688172,14.71428571,1107.52688172,,,,28,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Aysén Region",6,6,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",5,7,1.4,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Antofagasta Region",34,39,1.14705882,CLP,40,"7 días tras clic o 1 día tras visualización",1,5.12820513,20,1025.64102564,,,,9,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Valparaíso Region",9,9,1,CLP,19,"7 días tras clic o 1 día tras visualización",,0,0,2111.11111111,,,,5,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",5,7,1.4,CLP,25,"7 días tras clic o 1 día tras visualización",,0,0,3571.42857143,,,,5,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Tarapacá Region",4,4,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Valparaíso Region",12,16,1.33333333,CLP,17,"7 días tras clic o 1 día tras visualización",,0,0,1062.5,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Atacama Region",18,18,1,CLP,15,"7 días tras clic o 1 día tras visualización",,0,0,833.33333333,,,,4,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",4,5,1.25,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,600,,,,3,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",430,559,1.3,CLP,753,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,7.33452594,18.36585366,1347.04830054,,,,220,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",3,3,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,666.66666667,,,,2,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Araucanía Region",144,198,1.375,CLP,494,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,1.51515152,164.66666667,2494.94949495,,,,60,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",12,15,1.25,CLP,18,"7 días tras clic o 1 día tras visualización",,0,0,1200,,,,10,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Aysén Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Santiago Metropolitan Region",59,70,1.18644068,CLP,206,"7 días tras clic o 1 día tras visualización",1,4.28571429,68.66666667,2942.85714286,,,,29,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Antofagasta Region",6,6,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,833.33333333,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",14,15,1.07142857,CLP,19,"7 días tras clic o 1 día tras visualización",1,13.33333333,9.5,1266.66666667,,,,6,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Coquimbo Region",5,5,1,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,1800,,,,4,,,,,,2025-06-21,2025-06-21
