"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-17,1031,1283,1.24442289,CLP,2078,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13,1.55884645,103.9,1619.64146532,,,366,43,14,8,4,3,2025-06-17,2025-06-17
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-16,3,4,1.33333333,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2750,,,1,,,,,,2025-06-16,2025-06-16
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,51,55,1.07843137,CLP,60,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.81818182,60,1090.90909091,,,13,9,8,7,3,3,2025-06-16,2025-06-16
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-16,3,6,2,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,4,1,,,,,2025-06-16,2025-06-16
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,1711,1870,1.09292811,CLP,2112,"7 días tras clic o 1 día tras visualización",31,6.36363636,17.74789916,1129.41176471,,,637,455,333,215,114,102,2025-06-16,2025-06-16
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-16,7,8,1.14285714,CLP,24,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,3,1,,,,,2025-06-16,2025-06-16
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,2118,2325,1.09773371,CLP,2160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35,4.51612903,20.57142857,929.03225806,,,676,565,416,288,160,145,2025-06-16,2025-06-16
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,2074,2216,1.06846673,CLP,2174,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,4.73826715,20.7047619,981.04693141,,,762,570,438,285,135,118,2025-06-16,2025-06-16
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,2207,2426,1.09922972,CLP,2053,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",53,5.23495466,16.16535433,846.2489695,,,826,646,480,319,152,134,2025-06-16,2025-06-16
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,1403,1665,1.18674269,CLP,2121,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,2.16216216,58.91666667,1273.87387387,,,524,72,28,17,17,15,2025-06-16,2025-06-16
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,1675,1829,1.0919403,CLP,2215,"7 días tras clic o 1 día tras visualización",60,7.87315473,15.38194444,1211.0442865,,,622,465,340,247,138,123,2025-06-15,2025-06-15
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,61,62,1.01639344,CLP,54,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,27,870.96774194,,,17,11,8,4,2,2,2025-06-15,2025-06-15
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,8,8,1,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,1125,,,4,1,,,,,2025-06-15,2025-06-15
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-15,1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-15,2025-06-15
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,2273,2439,1.07303124,CLP,2280,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",74,6.31406314,14.80519481,934.80934809,,,908,703,546,361,193,167,2025-06-15,2025-06-15
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-15,1,1,1,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,,,,,,,2025-06-15,2025-06-15
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,2178,2326,1.06795225,CLP,2251,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",38,4.98710232,19.40517241,967.75580396,,,806,614,464,302,162,145,2025-06-15,2025-06-15
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-15,1282,1527,1.19110764,CLP,2221,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,2.5540275,56.94871795,1454.4859201,,,452,46,11,8,6,5,2025-06-15,2025-06-15
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,1875,2132,1.13706667,CLP,2168,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",40,4.36210131,23.31182796,1016.88555347,,,600,493,369,241,135,119,2025-06-15,2025-06-15
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-14,658,741,1.12613982,CLP,1366,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,1.88933873,97.57142857,1843.45479082,,,259,33,11,7,5,3,2025-06-14,2025-06-14
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,1016,1092,1.07480315,CLP,1568,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,4.94505495,29.03703704,1435.8974359,,,386,289,223,124,60,52,2025-06-14,2025-06-14
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,835,928,1.11137725,CLP,1203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,5.7112069,22.69811321,1296.3362069,,,355,279,200,145,64,61,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,820,926,1.12926829,CLP,1346,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,4.64362851,31.30232558,1453.5637149,,,304,237,186,138,69,61,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-14,1,2,2,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4000,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,850,942,1.10823529,CLP,1600,"7 días tras clic o 1 día tras visualización",28,5.83864119,29.09090909,1698.51380042,,,282,207,146,96,56,50,2025-06-14,2025-06-14
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,2,3,1.5,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,12,12,1,CLP,41,"7 días tras clic o 1 día tras visualización",,0,0,3416.66666667,,,4,,,,,,2025-06-14,2025-06-14
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,28,29,1.03571429,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1344.82758621,,,8,4,2,1,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,929,934,1.00538213,CLP,1140,"7 días tras clic o 1 día tras visualización",15,5.1391863,23.75,1220.55674518,,,329,223,166,105,49,44,2025-06-13,2025-06-13
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,13,13,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1615.38461538,,,3,2,2,1,1,1,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,15,15,1,CLP,27,"7 días tras clic o 1 día tras visualización",1,20,9,1800,,,6,3,1,1,,,2025-06-13,2025-06-13
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-13,1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,,,,,,2025-06-13,2025-06-13
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,1207,1314,1.08864954,CLP,1512,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",27,3.95738204,29.07692308,1150.68493151,,,397,321,235,152,90,78,2025-06-13,2025-06-13
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,1518,1565,1.03096179,CLP,1444,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.76996805,24.47457627,922.68370607,,,544,386,283,167,88,81,2025-06-13,2025-06-13
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-13,817,1000,1.22399021,CLP,1635,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.2,51.09375,1635,,,372,56,14,9,7,6,2025-06-13,2025-06-13
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,1159,1242,1.07161346,CLP,1412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.9452496,28.81632653,1136.87600644,,,457,349,251,167,80,73,2025-06-13,2025-06-13
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,3014,3353,1.11247512,CLP,2496,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",53,3.6683567,20.29268293,744.40799284,,,945,723,518,339,197,183,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-12,226,242,1.07079646,CLP,372,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.23966942,124,1537.19008264,,,73,9,4,3,2,2,2025-06-12,2025-06-12
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,3,3,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,666.66666667,,,2,2,1,,,,2025-06-12,2025-06-12
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-12,295,343,1.16271186,CLP,778,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.20699708,70.72727273,2268.22157434,,,128,13,9,7,6,6,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,44,48,1.09090909,CLP,83,"7 días tras clic o 1 día tras visualización",,0,0,1729.16666667,,,21,2,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,70,82,1.17142857,CLP,138,"7 días tras clic o 1 día tras visualización",,0,0,1682.92682927,,,22,2,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,2819,2943,1.04398723,CLP,2498,"7 días tras clic o 1 día tras visualización",71,5.94631329,14.27428571,848.79374788,,,1042,740,555,385,202,175,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,33,34,1.03030303,CLP,42,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.94117647,42,1235.29411765,,,14,1,,,,,2025-06-12,2025-06-12
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-12,108,114,1.05555556,CLP,208,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.38596491,41.6,1824.56140351,,,51,5,1,,,,2025-06-12,2025-06-12
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,3948,4242,1.07446809,CLP,3235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",79,4.29042904,17.77472527,762.61197548,,,1505,1087,809,522,274,240,2025-06-12,2025-06-12
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-12,2,2,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3000,,,1,,,,,,2025-06-12,2025-06-12
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,3212,3397,1.05759651,CLP,2453,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",57,3.6797174,19.624,722.10774213,2,1226.5,1168,862,623,415,187,171,2025-06-12,2025-06-12
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-12,148,160,1.08108108,CLP,230,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,6.25,23,1437.5,,,46,6,4,4,2,1,2025-06-12,2025-06-12
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-12,12,13,1.08333333,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,7.69230769,23,1769.23076923,,,4,1,,,,,2025-06-12,2025-06-12
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-12,1420,1660,1.16901408,CLP,2145,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,2.59036145,49.88372093,1292.1686747,,,514,81,28,23,18,12,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,1814,1978,1.09040794,CLP,1872,"7 días tras clic o 1 día tras visualización",39,4.55005056,20.8,946.41051567,,,660,484,358,218,102,92,2025-06-11,2025-06-11
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-11,135,149,1.1037037,CLP,444,"7 días tras clic o 1 día tras visualización",5,4.02684564,74,2979.86577181,,,34,3,1,1,,,2025-06-11,2025-06-11
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-11,29,29,1,CLP,63,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.44827586,63,2172.4137931,,,11,2,1,,,,2025-06-11,2025-06-11
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-11,17,19,1.11764706,CLP,50,"7 días tras clic o 1 día tras visualización",,0,0,2631.57894737,,,8,1,,,,,2025-06-11,2025-06-11
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-11,172,185,1.0755814,CLP,519,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,5.40540541,51.9,2805.40540541,,,61,8,2,2,2,2,2025-06-11,2025-06-11
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,1664,1924,1.15625,CLP,2001,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",29,3.27442827,31.76190476,1040.02079002,,,520,407,291,182,105,92,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-11,341,352,1.03225806,CLP,455,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.70454545,75.83333333,1292.61363636,,,132,14,8,3,3,2,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-11,535,688,1.28598131,CLP,1160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,0.87209302,193.33333333,1686.04651163,,,180,20,10,5,2,1,2025-06-11,2025-06-11
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-11,12,12,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,16.66666667,8,1333.33333333,,,3,1,1,,,,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,672,697,1.03720238,CLP,691,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.01291248,32.9047619,991.39167862,,,183,131,84,56,32,31,2025-06-11,2025-06-11
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-11,116,123,1.06034483,CLP,173,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.62601626,86.5,1406.50406504,,,44,3,1,1,1,1,2025-06-11,2025-06-11
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-11,256,277,1.08203125,CLP,453,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.6101083,45.3,1635.37906137,,,125,15,1,1,1,1,2025-06-11,2025-06-11
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,2674,2847,1.06469708,CLP,2278,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",47,3.96909027,20.15929204,800.14049877,,,1025,754,582,371,172,155,2025-06-11,2025-06-11
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,2130,2203,1.0342723,CLP,1657,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",40,5.31093963,14.16239316,752.1561507,,,883,641,474,303,149,137,2025-06-11,2025-06-11
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-11,64,65,1.015625,CLP,61,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.07692308,30.5,938.46153846,,,26,3,3,2,2,2,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,700,760,1.08571429,CLP,695,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11,3.94736842,23.16666667,914.47368421,,,225,165,109,67,40,35,2025-06-10,2025-06-10
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,27,28,1.03703704,CLP,31,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.57142857,31,1107.14285714,,,5,4,3,,,,2025-06-10,2025-06-10
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-10,142,155,1.0915493,CLP,185,"7 días tras clic o 1 día tras visualización",2,3.87096774,30.83333333,1193.5483871,,,54,9,3,2,2,2,2025-06-10,2025-06-10
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-10,29,31,1.06896552,CLP,48,"7 días tras clic o 1 día tras visualización",,3.22580645,48,1548.38709677,,,12,,,,,,2025-06-10,2025-06-10
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,2319,2498,1.07718844,CLP,2017,"7 días tras clic o 1 día tras visualización",39,4.28342674,18.85046729,807.44595677,,,845,586,446,285,133,114,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-10,4,4,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,750,,,1,,,,,,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-10,747,889,1.19009371,CLP,1119,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,0.89988751,139.875,1258.71766029,,,233,28,9,8,7,6,2025-06-10,2025-06-10
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-10,635,722,1.13700787,CLP,1028,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.18559557,44.69565217,1423.82271468,,,250,33,14,10,9,6,2025-06-10,2025-06-10
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,1915,2105,1.09921671,CLP,1930,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,4.41805226,20.75268817,916.86460808,,,750,536,412,277,122,112,2025-06-10,2025-06-10
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-10,8,8,1,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1125,,,4,1,,,,,2025-06-10,2025-06-10
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,1100,1159,1.05363636,CLP,886,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13,3.45125108,22.15,764.45211389,,,399,288,217,142,67,60,2025-06-10,2025-06-10
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-10,18,18,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.55555556,16,888.88888889,,,3,,,,,,2025-06-10,2025-06-10
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-10,605,674,1.11404959,CLP,1058,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.96735905,52.9,1569.73293769,,,268,25,7,3,3,1,2025-06-10,2025-06-10
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-10,890,1047,1.17640449,CLP,1462,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.48328558,56.23076923,1396.37058262,,,352,43,17,11,5,3,2025-06-10,2025-06-10
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-10,4,4,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1250,,,3,,,,,,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-09,81,100,1.2345679,CLP,369,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,6,61.5,3690,,,38,5,,,,,2025-06-09,2025-06-09
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,58,58,1,CLP,36,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.44827586,18,620.68965517,,,15,14,7,6,3,3,2025-06-09,2025-06-09
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-09,658,778,1.18237082,CLP,1518,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,2.69922879,72.28571429,1951.15681234,,,270,35,10,6,3,1,2025-06-09,2025-06-09
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-09,8,8,1,CLP,16,"7 días tras clic o 1 día tras visualización",2,25,8,2000,,,2,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,53,55,1.03773585,CLP,61,"7 días tras clic o 1 día tras visualización",,0,0,1109.09090909,,,15,3,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,1575,1648,1.04634921,CLP,1528,"7 días tras clic o 1 día tras visualización",31,6.12864078,15.12871287,927.18446602,,,592,432,307,215,114,101,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-09,6,6,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,4,1,,,,,2025-06-09,2025-06-09
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-09,216,225,1.04166667,CLP,326,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.33333333,108.66666667,1448.88888889,,,91,8,1,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,1185,1301,1.0978903,CLP,1483,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23,3.99692544,28.51923077,1139.89239047,,,397,303,229,152,72,66,2025-06-09,2025-06-09
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,1103,1136,1.0299184,CLP,921,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,5.1056338,15.87931034,810.73943662,,,419,294,228,148,72,61,2025-06-09,2025-06-09
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-09,4,4,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,2,,,,,,2025-06-09,2025-06-09
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,727,763,1.04951857,CLP,538,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14,4.71821756,14.94444444,705.11140236,,,298,216,168,112,53,48,2025-06-09,2025-06-09
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-09,66,68,1.03030303,CLP,121,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.47058824,121,1779.41176471,,,24,3,2,2,1,1,2025-06-09,2025-06-09
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-09,703,745,1.05974395,CLP,1109,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,4.4295302,33.60606061,1488.59060403,,,342,43,12,5,4,3,2025-06-09,2025-06-09
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-09,656,735,1.12042683,CLP,1247,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.17687075,77.9375,1696.59863946,,,282,33,10,6,4,4,2025-06-09,2025-06-09
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,1138,1220,1.07205624,CLP,1073,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,2.86885246,30.65714286,879.50819672,,,315,229,165,120,54,46,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,2497,2597,1.04004806,CLP,2120,"7 días tras clic o 1 día tras visualización",58,6.04543704,13.50318471,816.32653061,,,945,701,511,357,167,141,2025-06-08,2025-06-08
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-08,720,822,1.14166667,CLP,1208,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,1.70316302,86.28571429,1469.5863747,,,322,33,10,5,2,2,2025-06-08,2025-06-08
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-08,3,3,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,2,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-08,2,2,1,CLP,4,"7 días tras clic o 1 día tras visualización",,50,4,2000,,,1,,,,,,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,1412,1511,1.07011331,CLP,1208,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,2.38252813,33.55555556,799.47054931,,,432,309,217,141,77,69,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-08,387,421,1.0878553,CLP,909,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,2.85035629,75.75,2159.14489311,,,159,18,4,2,2,,2025-06-08,2025-06-08
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,2741,2872,1.04779278,CLP,2156,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",61,5.08356546,14.76712329,750.69637883,,,1069,826,627,428,191,168,2025-06-08,2025-06-08
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-08,4,4,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,500,,,2,,,,,,2025-06-08,2025-06-08
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,2491,2739,1.09955841,CLP,2143,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",52,4.19861263,18.63478261,782.40233662,,,976,734,572,391,190,173,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-07,16,16,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1312.5,,,9,1,,,,,2025-06-07,2025-06-07
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,2057,2282,1.1093826,CLP,2197,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,3.7248028,25.84705882,962.75197195,,,681,523,384,257,140,124,2025-06-07,2025-06-07
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-07,2,4,2,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3500,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,44,44,1,CLP,22,"7 días tras clic o 1 día tras visualización",2,13.63636364,3.66666667,500,,,18,4,,,,,2025-06-07,2025-06-07
