"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Atacama Region",47,51,1.08510638,CLP,57,"7 días tras clic o 1 día tras visualización",1,9.80392157,11.4,1117.64705882,,,19,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Aysén Region",14,15,1.07142857,CLP,10,"7 días tras clic o 1 día tras visualización",,6.66666667,10,666.66666667,,,4,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",195,211,1.08205128,CLP,172,"7 días tras clic o 1 día tras visualización",3,4.26540284,19.11111111,815.16587678,,,68,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Coquimbo Region",111,118,1.06306306,CLP,118,"7 días tras clic o 1 día tras visualización",3,4.23728814,23.6,1000,,,35,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",304,328,1.07894737,CLP,212,"7 días tras clic o 1 día tras visualización",11,8.23170732,7.85185185,646.34146341,,,132,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",66,70,1.06060606,CLP,48,"7 días tras clic o 1 día tras visualización",4,7.14285714,9.6,685.71428571,,,20,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Magallanes y la Antártica Chilena Region",51,53,1.03921569,CLP,33,"7 días tras clic o 1 día tras visualización",2,5.66037736,11,622.64150943,,,23,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Maule Region",149,159,1.06711409,CLP,115,"7 días tras clic o 1 día tras visualización",1,3.77358491,19.16666667,723.27044025,,,65,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",117,122,1.04273504,CLP,100,"7 días tras clic o 1 día tras visualización",2,7.37704918,11.11111111,819.67213115,,,43,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",1032,1081,1.04748062,CLP,1053,"7 días tras clic o 1 día tras visualización",26,5.45790934,17.84745763,974.09805735,,,377,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Tarapacá Region",21,21,1,CLP,13,"7 días tras clic o 1 día tras visualización",1,14.28571429,4.33333333,619.04761905,,,5,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,Unknown,3,4,1.33333333,CLP,2,"7 días tras clic o 1 día tras visualización",,,,500,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",304,320,1.05263158,CLP,254,"7 días tras clic o 1 día tras visualización",7,5.625,14.11111111,793.75,,,107,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",2,2,1,CLP,12,"7 días tras clic o 1 día tras visualización",,,,6000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",14,15,1.07142857,CLP,30,"7 días tras clic o 1 día tras visualización",,,,2000,,,5,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Aysén Region",1,1,1,CLP,,"7 días tras clic o 1 día tras visualización",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,666.66666667,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Coquimbo Region",3,5,1.66666667,CLP,8,"7 días tras clic o 1 día tras visualización",,,,1600,,,4,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",7,15,2.14285714,CLP,10,"7 días tras clic o 1 día tras visualización",,,,666.66666667,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,666.66666667,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Maule Region",5,5,1,CLP,7,"7 días tras clic o 1 día tras visualización",,,,1400,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",3,4,1.33333333,CLP,20,"7 días tras clic o 1 día tras visualización",,,,5000,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",21,21,1,CLP,44,"7 días tras clic o 1 día tras visualización",,,,2095.23809524,,,4,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Tarapacá Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",6,6,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,166.66666667,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",2,4,2,CLP,5,"7 días tras clic o 1 día tras visualización",,,,1250,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",11,11,1,CLP,30,"7 días tras clic o 1 día tras visualización",,,,2727.27272727,,,5,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Atacama Region",2,2,1,CLP,9,"7 días tras clic o 1 día tras visualización",,,,4500,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Aysén Region",1,1,1,CLP,,"7 días tras clic o 1 día tras visualización",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",6,6,1,CLP,5,"7 días tras clic o 1 día tras visualización",,,,833.33333333,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",4,4,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,250,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",2,3,1.5,CLP,2,"7 días tras clic o 1 día tras visualización",,,,666.66666667,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,,"7 días tras clic o 1 día tras visualización",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Maule Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,,,1500,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",7,8,1.14285714,CLP,21,"7 días tras clic o 1 día tras visualización",,,,2625,,,3,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",5,5,1,CLP,6,"7 días tras clic o 1 día tras visualización",,,,1200,,,2,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",3225,3397,1.05333333,CLP,2453,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",57,3.6797174,19.624,722.10774213,,,1168,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",12,13,1.08333333,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,7.69230769,23,1769.23076923,,,4,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",148,160,1.08108108,CLP,230,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,6.25,23,1437.5,,,46,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",3,3,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,666.66666667,,,2,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",1385,1637,1.18194946,CLP,2129,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,2.62675626,49.51162791,1300.54978619,,,506,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",21,23,1.0952381,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,695.65217391,,,8,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",293,336,1.14675768,CLP,766,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,2.97619048,76.6,2279.76190476,,,126,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",6,7,1.16666667,CLP,12,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,14.28571429,12,1714.28571429,,,2,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3959,4242,1.0714827,CLP,3235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",79,4.29042904,17.77472527,762.61197548,,,1505,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",2,2,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3000,,,1,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",108,114,1.05555556,CLP,208,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.38596491,41.6,1824.56140351,,,51,,,,,,2025-06-12,2025-06-19
