"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,15,15,1,CLP,27,"7 días tras clic o 1 día tras visualización",1,20,9,1800,,,6,3,1,1,,,2025-06-13,2025-06-13
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-13,1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,929,934,1.00538213,CLP,1140,"7 días tras clic o 1 día tras visualización",15,5.1391863,23.75,1220.55674518,,,329,223,166,105,49,44,2025-06-13,2025-06-13
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,1207,1314,1.08864954,CLP,1512,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",27,3.95738204,29.07692308,1150.68493151,,,397,321,235,152,90,78,2025-06-13,2025-06-13
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,1159,1242,1.07161346,CLP,1412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.9452496,28.81632653,1136.87600644,,,457,349,251,167,80,73,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,2819,2943,1.04398723,CLP,2498,"7 días tras clic o 1 día tras visualización",71,5.94631329,14.27428571,848.79374788,,,1042,740,555,385,202,175,2025-06-12,2025-06-12
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-13,817,1000,1.22399021,CLP,1635,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.2,51.09375,1635,,,372,56,14,9,7,6,2025-06-13,2025-06-13
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,28,29,1.03571429,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1344.82758621,,,8,4,2,1,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,12,12,1,CLP,41,"7 días tras clic o 1 día tras visualización",,0,0,3416.66666667,,,4,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,2,3,1.5,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,850,942,1.10823529,CLP,1600,"7 días tras clic o 1 día tras visualización",28,5.83864119,29.09090909,1698.51380042,,,282,207,146,96,56,50,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-14,1,2,2,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4000,,,,,,,,,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,820,926,1.12926829,CLP,1346,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,4.64362851,31.30232558,1453.5637149,,,304,237,186,138,69,61,2025-06-14,2025-06-14
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,835,928,1.11137725,CLP,1203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,5.7112069,22.69811321,1296.3362069,,,355,279,200,145,64,61,2025-06-14,2025-06-14
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,1016,1092,1.07480315,CLP,1568,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,4.94505495,29.03703704,1435.8974359,,,386,289,223,124,60,52,2025-06-14,2025-06-14
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-14,658,741,1.12613982,CLP,1366,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,1.88933873,97.57142857,1843.45479082,,,259,33,11,7,5,3,2025-06-14,2025-06-14
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,61,62,1.01639344,CLP,54,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,27,870.96774194,,,17,11,8,4,2,2,2025-06-15,2025-06-15
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,8,8,1,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,1125,,,4,1,,,,,2025-06-15,2025-06-15
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-15,1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-15,2025-06-15
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,1675,1829,1.0919403,CLP,2215,"7 días tras clic o 1 día tras visualización",60,7.87315473,15.38194444,1211.0442865,,,622,465,340,247,138,123,2025-06-15,2025-06-15
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,33,34,1.03030303,CLP,42,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.94117647,42,1235.29411765,,,14,1,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,70,82,1.17142857,CLP,138,"7 días tras clic o 1 día tras visualización",,0,0,1682.92682927,,,22,2,,,,,2025-06-12,2025-06-12
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-10,635,722,1.13700787,CLP,1028,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.18559557,44.69565217,1423.82271468,,,250,33,14,10,9,6,2025-06-10,2025-06-10
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-11,172,185,1.0755814,CLP,519,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,5.40540541,51.9,2805.40540541,,,61,8,2,2,2,2,2025-06-11,2025-06-11
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-10,142,155,1.0915493,CLP,185,"7 días tras clic o 1 día tras visualización",2,3.87096774,30.83333333,1193.5483871,,,54,9,3,2,2,2,2025-06-10,2025-06-10
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-10,29,31,1.06896552,CLP,48,"7 días tras clic o 1 día tras visualización",,3.22580645,48,1548.38709677,,,12,,,,,,2025-06-10,2025-06-10
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,2319,2498,1.07718844,CLP,2017,"7 días tras clic o 1 día tras visualización",39,4.28342674,18.85046729,807.44595677,,,845,586,446,285,133,114,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-10,4,4,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,750,,,1,,,,,,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-10,747,889,1.19009371,CLP,1119,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,0.89988751,139.875,1258.71766029,,,233,28,9,8,7,6,2025-06-10,2025-06-10
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,700,760,1.08571429,CLP,695,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11,3.94736842,23.16666667,914.47368421,,,225,165,109,67,40,35,2025-06-10,2025-06-10
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,1915,2105,1.09921671,CLP,1930,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,4.41805226,20.75268817,916.86460808,,,750,536,412,277,122,112,2025-06-10,2025-06-10
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-10,4,4,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1250,,,3,,,,,,2025-06-10,2025-06-10
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-10,8,8,1,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1125,,,4,1,,,,,2025-06-10,2025-06-10
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-10,1100,1159,1.05363636,CLP,886,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13,3.45125108,22.15,764.45211389,,,399,288,217,142,67,60,2025-06-10,2025-06-10
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-10,18,18,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.55555556,16,888.88888889,,,3,,,,,,2025-06-10,2025-06-10
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-10,605,674,1.11404959,CLP,1058,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.96735905,52.9,1569.73293769,,,268,25,7,3,3,1,2025-06-10,2025-06-10
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-10,890,1047,1.17640449,CLP,1462,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.48328558,56.23076923,1396.37058262,,,352,43,17,11,5,3,2025-06-10,2025-06-10
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,1664,1924,1.15625,CLP,2001,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",29,3.27442827,31.76190476,1040.02079002,,,520,407,291,182,105,92,2025-06-11,2025-06-11
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-11,17,19,1.11764706,CLP,50,"7 días tras clic o 1 día tras visualización",,0,0,2631.57894737,,,8,1,,,,,2025-06-11,2025-06-11
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,44,48,1.09090909,CLP,83,"7 días tras clic o 1 día tras visualización",,0,0,1729.16666667,,,21,2,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-11,135,149,1.1037037,CLP,444,"7 días tras clic o 1 día tras visualización",5,4.02684564,74,2979.86577181,,,34,3,1,1,,,2025-06-11,2025-06-11
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,1814,1978,1.09040794,CLP,1872,"7 días tras clic o 1 día tras visualización",39,4.55005056,20.8,946.41051567,,,660,484,358,218,102,92,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-11,535,688,1.28598131,CLP,1160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,0.87209302,193.33333333,1686.04651163,,,180,20,10,5,2,1,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-11,341,352,1.03225806,CLP,455,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.70454545,75.83333333,1292.61363636,,,132,14,8,3,3,2,2025-06-11,2025-06-11
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,672,697,1.03720238,CLP,691,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.01291248,32.9047619,991.39167862,,,183,131,84,56,32,31,2025-06-11,2025-06-11
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,2674,2847,1.06469708,CLP,2278,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",47,3.96909027,20.15929204,800.14049877,,,1025,754,582,371,172,155,2025-06-11,2025-06-11
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-11,64,65,1.015625,CLP,61,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.07692308,30.5,938.46153846,,,26,3,3,2,2,2,2025-06-11,2025-06-11
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-11,29,29,1,CLP,63,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.44827586,63,2172.4137931,,,11,2,1,,,,2025-06-11,2025-06-11
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-11,2130,2203,1.0342723,CLP,1657,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",40,5.31093963,14.16239316,752.1561507,,,883,641,474,303,149,137,2025-06-11,2025-06-11
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-11,116,123,1.06034483,CLP,173,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.62601626,86.5,1406.50406504,,,44,3,1,1,1,1,2025-06-11,2025-06-11
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-11,256,277,1.08203125,CLP,453,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.6101083,45.3,1635.37906137,,,125,15,1,1,1,1,2025-06-11,2025-06-11
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-11,12,12,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,16.66666667,8,1333.33333333,,,3,1,1,,,,2025-06-11,2025-06-11
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,3,3,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,666.66666667,,,2,2,1,,,,2025-06-12,2025-06-12
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-12,295,343,1.16271186,CLP,778,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.20699708,70.72727273,2268.22157434,,,128,13,9,7,6,6,2025-06-12,2025-06-12
"publico valdivia","Video Lluvia","campaña ventas HotBoat",2025-06-23,699,790,1.13018598,CLP,870,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.79746835,29,1101.26582278,,,191,34,18,7,5,4,2025-06-23,2025-06-23
