"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",953,1155,1.21196222,CLP,1549,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,2.85714286,46.93939394,1341.12554113,,,438,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",1126,1223,1.08614565,CLP,1182,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,5.64186427,17.13043478,966.47587899,,,472,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",299,365,1.22073579,CLP,481,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.56164384,37,1317.80821918,,,144,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",9,9,1,CLP,10,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1111.11111111,,,6,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",23,26,1.13043478,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1423.07692308,,,10,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Araucanía Region",14,15,1.07142857,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,933.33333333,,,2,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",9,9,1,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,11.11111111,15,1666.66666667,,,2,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",2,2,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,500,,,1,,,,,,2025-06-15,2025-06-15
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",10,13,1.3,CLP,20,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,7.69230769,20,1538.46153846,,,6,,,,,,2025-06-14,2025-06-14
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-05,"Araucanía Region",111,119,1.07207207,CLP,200,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,3.36134454,50,1680.67226891,,,30,,,,,,2025-06-05,2025-06-05
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Bío Bío Region",420,442,1.05238095,CLP,636,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.39366516,42.4,1438.91402715,,,170,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Maule Region",148,164,1.10810811,CLP,124,"7 días tras clic o 1 día tras visualización",4,4.87804878,15.5,756.09756098,,,56,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Santiago Metropolitan Region",604,640,1.05960265,CLP,789,"7 días tras clic o 1 día tras visualización",17,6.40625,19.24390244,1232.8125,,,232,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Tarapacá Region",28,30,1.07142857,CLP,16,"7 días tras clic o 1 día tras visualización",,0,0,533.33333333,,,10,,,,,,2025-06-07,2025-06-07
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",25,26,1.04,CLP,20,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,769.23076923,,,11,,,,,,2025-06-07,2025-06-07
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-07,"Araucanía Region",982,1149,1.1700611,CLP,1660,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,3.04612707,47.42857143,1444.73455178,,,389,,,,,,2025-06-07,2025-06-07
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Araucanía Region",16,16,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1312.5,,,9,,,,,,2025-06-07,2025-06-07
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,2025-06-07,2025-06-07
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Araucanía Region",107,127,1.18691589,CLP,169,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0.78740157,169,1330.70866142,,,29,,,,,,2025-06-07,2025-06-07
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",2008,2116,1.05378486,CLP,1985,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",36,3.87523629,24.20731707,938.09073724,,,759,,,,,,2025-06-07,2025-06-07
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",94,100,1.06382979,CLP,160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2,80,1600,,,35,,,,,,2025-06-07,2025-06-07
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Bío Bío Region",1685,1770,1.0504451,CLP,1486,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",33,4.68926554,17.90361446,839.5480226,,,622,,,,,,2025-06-07,2025-06-07
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-07,"Araucanía Region",1,1,1,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Los Lagos Region",227,248,1.09251101,CLP,145,"7 días tras clic o 1 día tras visualización",4,4.83870968,12.08333333,584.67741935,,,89,,,,,,2025-06-07,2025-06-07
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",34,35,1.02941176,CLP,24,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.85714286,24,685.71428571,,,13,,,,,,2025-06-08,2025-06-08
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Araucanía Region",1103,1185,1.0743427,CLP,1049,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,2.86919831,30.85294118,885.23206751,,,302,,,,,,2025-06-08,2025-06-08
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",7,7,1,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1142.85714286,,,4,,,,,,2025-06-08,2025-06-08
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-08,"Araucanía Region",746,815,1.0924933,CLP,1200,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,1.71779141,85.71428571,1472.39263804,,,318,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-08,"Coquimbo Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,1,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-08,"Los Lagos Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,1,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-08,"Valparaíso Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-08,"Santiago Metropolitan Region",1,1,1,CLP,4,"7 días tras clic o 1 día tras visualización",,100,4,4000,,,1,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",80,87,1.0875,CLP,53,"7 días tras clic o 1 día tras visualización",1,3.44827586,17.66666667,609.1954023,,,31,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Arica y Parinacota Region",20,21,1.05,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,428.57142857,,,10,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Valparaíso Region",264,272,1.03030303,CLP,180,"7 días tras clic o 1 día tras visualización",11,5.14705882,12.85714286,661.76470588,,,87,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Aysén Region",9,9,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,1,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Magallanes y la Antártica Chilena Region",30,32,1.06666667,CLP,21,"7 días tras clic o 1 día tras visualización",,0,0,656.25,,,9,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"O'Higgins Region",107,113,1.05607477,CLP,76,"7 días tras clic o 1 día tras visualización",4,7.07964602,9.5,672.56637168,,,41,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Araucanía Region",185,190,1.02702703,CLP,145,"7 días tras clic o 1 día tras visualización",5,6.31578947,12.08333333,763.15789474,,,64,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Araucanía Region",6,7,1.16666667,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,285.71428571,,,3,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Antofagasta Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Araucanía Region",8,8,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,500,,,4,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Atacama Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,2,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Bío Bío Region",5,5,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Coquimbo Region",2,2,1,CLP,0,"7 días tras clic o 1 día tras visualización",,50,0,0,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Los Lagos Region",4,4,1,CLP,3,"7 días tras clic o 1 día tras visualización",1,75,1,750,,,2,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Maule Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Santiago Metropolitan Region",10,10,1,CLP,10,"7 días tras clic o 1 día tras visualización",1,20,5,1000,,,3,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Valparaíso Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Antofagasta Region",3,3,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Bío Bío Region",4,4,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Coquimbo Region",64,67,1.046875,CLP,85,"7 días tras clic o 1 día tras visualización",,4.47761194,28.33333333,1268.65671642,,,23,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Coquimbo Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"O'Higgins Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Los Lagos Region",5,5,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,400,,,3,,,,,,2025-06-07,2025-06-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-07,"Santiago Metropolitan Region",12,13,1.08333333,CLP,10,"7 días tras clic o 1 día tras visualización",,7.69230769,10,769.23076923,,,3,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",101,107,1.05940594,CLP,49,"7 días tras clic o 1 día tras visualización",4,9.34579439,4.9,457.94392523,,,35,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Arica y Parinacota Region",25,28,1.12,CLP,14,"7 días tras clic o 1 día tras visualización",1,10.71428571,4.66666667,500,,,11,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Valparaíso Region",234,252,1.07692308,CLP,216,"7 días tras clic o 1 día tras visualización",7,6.74603175,12.70588235,857.14285714,,,91,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Aysén Region",6,6,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,1,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Antofagasta Region",130,141,1.08461538,CLP,119,"7 días tras clic o 1 día tras visualización",2,2.83687943,29.75,843.97163121,,,39,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Araucanía Region",173,186,1.07514451,CLP,122,"7 días tras clic o 1 día tras visualización",6,5.91397849,11.09090909,655.91397849,,,62,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Atacama Region",30,31,1.03333333,CLP,28,"7 días tras clic o 1 día tras visualización",1,3.22580645,28,903.22580645,,,10,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-07,"Bío Bío Region",271,283,1.04428044,CLP,241,"7 días tras clic o 1 día tras visualización",11,6.00706714,14.17647059,851.59010601,,,99,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Antofagasta Region",134,140,1.04477612,CLP,101,"7 días tras clic o 1 día tras visualización",1,4.28571429,16.83333333,721.42857143,,,50,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Atacama Region",29,31,1.06896552,CLP,21,"7 días tras clic o 1 día tras visualización",,3.22580645,21,677.41935484,,,14,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-07,"Los Ríos Region",6,6,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,2,,,,,,2025-06-07,2025-06-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Bío Bío Region",127,132,1.03937008,CLP,116,"7 días tras clic o 1 día tras visualización",5,7.57575758,11.6,878.78787879,,,56,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Los Lagos Region",11,12,1.09090909,CLP,14,"7 días tras clic o 1 día tras visualización",,0,0,1166.66666667,,,1,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Maule Region",4,4,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,1250,,,2,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Santiago Metropolitan Region",7,8,1.14285714,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,875,,,4,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",28,29,1.03571429,CLP,18,"7 días tras clic o 1 día tras visualización",,6.89655172,9,620.68965517,,,9,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Arica y Parinacota Region",19,19,1,CLP,43,"7 días tras clic o 1 día tras visualización",,0,0,2263.15789474,,,5,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Valparaíso Region",173,185,1.06936416,CLP,170,"7 días tras clic o 1 día tras visualización",3,7.02702703,13.07692308,918.91891892,,,64,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Aysén Region",6,6,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,500,,,4,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Antofagasta Region",87,90,1.03448276,CLP,82,"7 días tras clic o 1 día tras visualización",,6.66666667,13.66666667,911.11111111,,,27,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Araucanía Region",114,121,1.06140351,CLP,84,"7 días tras clic o 1 día tras visualización",5,10.74380165,6.46153846,694.21487603,,,50,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Atacama Region",24,25,1.04166667,CLP,21,"7 días tras clic o 1 día tras visualización",,4,21,840,,,12,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Coquimbo Region",58,64,1.10344828,CLP,64,"7 días tras clic o 1 día tras visualización",1,9.375,10.66666667,1000,,,21,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Coquimbo Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"O'Higgins Region",79,83,1.05063291,CLP,71,"7 días tras clic o 1 día tras visualización",,7.22891566,11.83333333,855.42168675,,,30,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Los Lagos Region",145,150,1.03448276,CLP,113,"7 días tras clic o 1 día tras visualización",2,5.33333333,14.125,753.33333333,,,51,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Magallanes y la Antártica Chilena Region",19,19,1,CLP,16,"7 días tras clic o 1 día tras visualización",2,15.78947368,5.33333333,842.10526316,,,4,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Maule Region",106,112,1.05660377,CLP,111,"7 días tras clic o 1 día tras visualización",,3.57142857,27.75,991.07142857,,,44,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Santiago Metropolitan Region",560,594,1.06071429,CLP,602,"7 días tras clic o 1 día tras visualización",13,4.71380471,21.5,1013.46801347,,,207,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Tarapacá Region",17,19,1.11764706,CLP,14,"7 días tras clic o 1 día tras visualización",,5.26315789,14,736.84210526,,,8,,,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-09,"Araucanía Region",6,6,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,4,,,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",2,2,1,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,19500,,,1,,,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Araucanía Region",79,98,1.24050633,CLP,330,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,6.12244898,55,3367.34693878,,,37,,,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",48,51,1.0625,CLP,38,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,9.80392157,7.6,745.09803922,,,19,,,,,,2025-06-09,2025-06-09
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Araucanía Region",1148,1250,1.08885017,CLP,1445,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,3.76,30.74468085,1156,,,378,,,,,,2025-06-09,2025-06-09
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",1090,1136,1.04220183,CLP,921,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,5.1056338,15.87931034,810.73943662,,,419,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"O'Higgins Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,,,,,,2025-06-09,2025-06-09
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Bío Bío Region",4,4,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,500,,,1,,,,,,2025-06-09,2025-06-09
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Bío Bío Region",235,248,1.05531915,CLP,206,"7 días tras clic o 1 día tras visualización",7,5.64516129,14.71428571,830.64516129,,,92,,,,,,2025-06-08,2025-06-08
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Bío Bío Region",2698,2872,1.06449222,CLP,2156,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",61,5.08356546,14.76712329,750.69637883,,,1069,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Coquimbo Region",80,87,1.0875,CLP,63,"7 días tras clic o 1 día tras visualización",1,3.44827586,21,724.13793103,,,30,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"O'Higgins Region",150,158,1.05333333,CLP,118,"7 días tras clic o 1 día tras visualización",,3.79746835,19.66666667,746.83544304,,,65,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Los Lagos Region",277,288,1.03971119,CLP,211,"7 días tras clic o 1 día tras visualización",6,6.25,11.72222222,732.63888889,,,104,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Magallanes y la Antártica Chilena Region",21,22,1.04761905,CLP,17,"7 días tras clic o 1 día tras visualización",,9.09090909,8.5,772.72727273,,,4,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Maule Region",178,187,1.0505618,CLP,128,"7 días tras clic o 1 día tras visualización",7,7.48663102,9.14285714,684.49197861,,,82,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Santiago Metropolitan Region",782,831,1.06265985,CLP,851,"7 días tras clic o 1 día tras visualización",19,7.70156438,13.296875,1024.06738869,,,300,,,,,,2025-06-08,2025-06-08
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Tarapacá Region",26,26,1,CLP,14,"7 días tras clic o 1 día tras visualización",,0,0,538.46153846,,,11,,,,,,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",4,4,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,750,,,1,,,,,,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-08,"Araucanía Region",379,417,1.10026385,CLP,906,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,2.87769784,75.5,2172.6618705,,,158,,,,,,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",32,34,1.0625,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,8.82352941,7,617.64705882,,,13,,,,,,2025-06-08,2025-06-08
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Araucanía Region",1385,1477,1.06642599,CLP,1187,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11,2.23425863,35.96969697,803.65605958,,,419,,,,,,2025-06-08,2025-06-08
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-08,"Los Ríos Region",2569,2739,1.06617361,CLP,2143,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",52,4.19861263,18.63478261,782.40233662,,,976,,,,,,2025-06-08,2025-06-08
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-08,"Bío Bío Region",4,4,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,500,,,2,,,,,,2025-06-08,2025-06-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Araucanía Region",12,12,1,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,916.66666667,,,4,,,,,,2025-06-09,2025-06-09
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",1,1,1,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,,,,,,,2025-06-09,2025-06-09
